species,previous_name,notes,dissected,ID,Genus,SP,colletor,full_locality_in_label,country,state,locality,updated locality,are_coordinates_original,longitude,latitude,is_date_legible,day_start,month_start,year_start,day_end,month_end,year_end,collection,metadata_notes,sex,head_width,eyes_above,rotrum_width_base,rostrum_width_apex,rostrum_length,pronotum_length,pronotum_width,scutellum_length,scutellum_width,eyes_below,eye_height,eye_length,elytra_length,elytrum_width,prosternum_length,coxae_width,antennae_scape_length,antennae_scape_width,antennae_flagellum_1_length,antennae_flagellum_2_length,antennae_flagellum_3_length,antennae_flagellum_4_length,antennae_flagellum_5_length,antennae_flagellum_6_length,antennae_flagellum_7_length,antennae_flagellum_1_width,antennae_flagellum_2_width,antennae_flagellum_3_width,antennae_flagellum_4_width,antennae_flagellum_5_width,antennae_flagellum_6_width,antennae_flagellum_7_width,antennae_club_length,antennae_club_width,antennae_flagellum_total_length,antennae_flagellum_max_width,femur_length,femur_width,tibia_length,tibia_width
Anchylorhynchus_camposi,,outro,F,camposi_8,Anchylorhynchus,camposi,Vanin,"Serra do Cipó, Jaboticatubas-MG",Brazil,Minas Gerais,"Jaboticatubas, Serra do Cipó",NA,F,-43.74,-19.51,T,6,10,1975,10,10,1975,MZSP,,male,0.8470,0.2680,0.3570,0.4870,1.4920,1.3100,1.9590,0.1560,0.1640,0.3120,0.5190,0.3460,3.5890,1.1350,0.4950,0.4060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anchylorhynchus_camposi,,outro,F,camposi_9,Anchylorhynchus,camposi,Vanin,"Serra do Cipó, Jaboticatubas-MG",Brazil,Minas Gerais,"Jaboticatubas, Serra do Cipó",NA,F,-43.74,-19.51,T,6,10,1975,10,10,1975,MZSP,,male,0.8580,0.2740,0.3570,0.5080,1.4180,1.3000,1.8910,NA,NA,NA,NA,NA,3.6440,1.1780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anchylorhynchus_camposi,,outro,T,camposi_14,Anchylorhynchus,camposi,I. Gottsberger,"Fazenda Tabatinga, Indianópolis - MG",Brazil,Minas Gerais,"Indianópolis, Fazenda Tabatinga",NA,F,-47.9169,-19.0386,T,14,2,1990,NA,NA,NA,IGGT,,male,0.8900,0.2860,0.3650,0.5220,1.5010,1.2850,1.9410,0.1580,0.1650,0.2940,0.5360,0.3380,3.6180,1.1070,0.5200,0.3850,1.0050,0.1330,0.1900,0.1760,0.1130,0.1000,0.1000,0.1140,NA,0.0900,0.0800,0.0790,0.0810,0.0980,0.1150,NA,0.3410,0.1610,0.7930,0.1150,1.3800,0.4050,1.1450,0.1700
Anchylorhynchus_camposi,,outro,F,camposi_2,Anchylorhynchus,camposi,I. Gottsberger,"Fazenda Tabatinga, Indianópolis - MG",Brazil,Minas Gerais,"Indianópolis, Fazenda Tabatinga",NA,F,-47.9169,-19.0386,T,14,2,1990,NA,NA,NA,MZSP,,female,0.6740,0.2340,0.2520,0.3950,0.8980,0.8050,1.2200,0.1290,0.1400,NA,NA,NA,2.5960,0.8170,0.3140,0.3000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anchylorhynchus_camposi,,outro,F,camposi_3,Anchylorhynchus,camposi,no data,Brasil,Brazil,no data,no data,NA,F,NA,NA,T,6,10,1975,10,10,1975,MZSP,,female,0.7010,0.2250,0.3100,0.3950,1.0430,0.8280,1.3110,0.1120,0.1030,NA,NA,NA,2.9960,0.9150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anchylorhynchus_camposi,,outro,F,camposi_5,Anchylorhynchus,camposi,Vanin,"Serra do Cipó, Jaboticatubas-MG",Brazil,Minas Gerais,"Jaboticatubas, Serra do Cipó",NA,F,-43.74,-19.51,T,6,10,1975,10,10,1975,MZSP,,female,0.8440,0.2700,0.3660,0.4800,1.4150,1.1310,1.6740,0.1250,0.1700,NA,NA,NA,3.5870,1.0880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anchylorhynchus_camposi,,outro,F,camposi_10,Anchylorhynchus,camposi,Vanin,"Serra do Cipó, Jaboticatubas-MG",Brazil,Minas Gerais,"Jaboticatubas, Serra do Cipó",NA,F,-43.74,-19.51,T,6,10,1975,10,10,1975,MZSP,,female,0.8170,0.2480,0.3590,0.4750,1.3320,1.0830,1.5990,0.1400,0.1430,NA,NA,NA,3.4620,1.0750,0.3930,0.3330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anchylorhynchus_camposi,,outro,F,camposi_11,Anchylorhynchus,camposi,Vanin,"Serra do Cipó, Jaboticatubas-MG",Brazil,Minas Gerais,"Jaboticatubas, Serra do Cipó",NA,F,-43.74,-19.51,T,6,10,1975,10,10,1975,MZSP,,female,0.8320,0.2660,0.3700,0.4910,1.3810,1.0940,1.6920,0.1410,0.1470,0.2610,0.4880,0.3140,3.4090,1.1130,0.4350,0.3630,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anchylorhynchus_camposi,,outro,F,camposi_12,Anchylorhynchus,camposi,Vanin,"Serra do Cipó, Jaboticatubas-MG",Brazil,Minas Gerais,"Jaboticatubas, Serra do Cipó",NA,F,-43.74,-19.51,T,6,10,1975,10,10,1975,MZSP,,female,0.9030,0.3010,0.3870,0.5090,1.4330,1.1860,1.7540,0.1540,0.1610,0.2450,0.5110,0.3160,3.5970,1.2040,0.4730,0.3970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anchylorhynchus_camposi,,outro,F,camposi_13,Anchylorhynchus,camposi,Vanin,"Serra do Cipó, Jaboticatubas-MG",Brazil,Minas Gerais,"Jaboticatubas, Serra do Cipó",NA,F,-43.74,-19.51,T,6,10,1975,10,10,1975,MZSP,,female,0.8260,0.2660,0.3570,0.4970,1.3720,1.1270,1.6920,0.1500,0.1670,0.2440,0.4730,0.3370,3.5510,1.1090,0.4060,0.3620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anchylorhynchus_camposi,,cotipo,F,camposi_16,Anchylorhynchus,camposi,Bondar,"Jiqui, municip. Barra da Estiva \ Estado da Bahia, Brazil",Brazil,Bahia,Jiqui,"Iramaia, Novo Acre",F,-41.1083,-13.4167,T,,5,1941,,,,FMNH,,male,0.91,0.28,0.35,0.53,1.33,1.3,1.9,0.15,0.172,NA,NA,NA,3.644,1.169,0.483,0.399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anchylorhynchus_camposi,,cotipo,F,camposi_17,Anchylorhynchus,camposi,Bondar,"Jiqui, municip. Barra da Estiva \ Estado da Bahia, Brazil",Brazil,Bahia,Jiqui,"Iramaia, Novo Acre",F,-41.1083,-13.4167,T,,5,1941,,,,FMNH,,female,0.951,0.338,0.402,0.594,1.447,1.311,2.011,0.143,0.172,0.294,0.573,0.362,4.118,1.238,0.486,0.402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anchylorhynchus_minimus,,argentina,T,minimus_5,Anchylorhynchus,minimus,M. J. Viana,"Argentina, Misiones, Dep. Frontera, San Antonio",Argentina,Misiones,San Antonio,NA,F,-53.75,-26.116667,T,NA,11,1954,NA,NA,NA,MACN,,male,0.5390,0.1380,0.2250,0.2820,1.0330,0.5480,0.9580,0.0890,0.1780,0.1560,0.3050,0.2460,2.4800,0.8880,0.1950,0.2120,0.7460,0.0820,0.1330,0.1770,0.1130,0.0670,0.0580,0.0750,NA,0.0610,0.0470,0.0440,0.0490,0.0530,0.0610,NA,0.2930,0.1210,0.6230,0.0610,0.9070,0.2550,0.8310,0.0820
Anchylorhynchus_minimus,,argentina,F,minimus_6,Anchylorhynchus,minimus,M. J. Viana,"Argentina, Misiones, Dep. Frontera, San Antonio",Argentina,Misiones,San Antonio,NA,F,-53.75,-26.116667,T,NA,11,1954,NA,NA,NA,MACN,,male,0.5710,0.1390,0.1970,0.3320,1.1420,0.5900,1.0510,0.0990,0.2010,NA,NA,NA,2.6350,0.9010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anchylorhynchus_minimus,,argentina,F,minimus_7,Anchylorhynchus,minimus,M. J. Viana,"Argentina, Misiones, Dep. Frontera, San Antonio",Argentina,Misiones,San Antonio,NA,F,-53.75,-26.116667,T,NA,11,1954,NA,NA,NA,MACN,,male,0.4420,0.0850,0.1730,0.2350,0.7770,0.4030,0.7590,0.0660,0.1260,NA,NA,NA,1.8730,0.5850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anchylorhynchus_minimus,,argentina,F,minimus_8,Anchylorhynchus,minimus,M. J. Viana,"Argentina, Misiones, Dep. Frontera, San Antonio",Argentina,Misiones,San Antonio,NA,F,-53.75,-26.116667,T,NA,11,1954,NA,NA,NA,MACN,,male,0.4900,0.1190,0.1880,0.2690,0.9350,0.5000,0.8920,0.0800,0.1610,0.1670,0.2970,0.2250,2.2970,0.7760,0.2250,0.2120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anchylorhynchus_minimus,,argentina,F,minimus_13,Anchylorhynchus,minimus,A. Maller,Corupá – SC,Brazil,Santa Catarina,Corupá,NA,F,-49.2431,-26.4253,T,NA,1,1954,NA,NA,NA,MNRJ,,male,0.6130,0.1560,0.2330,0.3530,1.2510,0.7160,1.2590,0.1050,0.2300,NA,NA,NA,3.1110,0.9920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anchylorhynchus_minimus,,argentina,F,minimus_14,Anchylorhynchus,minimus,A. Maller,Corupá – SC,Brazil,Santa Catarina,Corupá,NA,F,-49.2431,-26.4253,T,NA,12,1953,NA,NA,NA,MNRJ,,male,0.5780,0.1630,0.2370,0.3080,1.1630,0.6260,1.0870,0.0980,0.1780,0.2010,0.3290,0.2440,2.7320,0.9090,0.2190,0.2340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anchylorhynchus_minimus,,argentina,F,minimus_9,Anchylorhynchus,minimus,M. J. Viana,"Argentina, Misiones, Dep. Frontera, San Antonio",Argentina,Misiones,San Antonio,NA,F,-53.75,-26.116667,T,NA,11,1954,NA,NA,NA,MACN,,female,0.5200,0.1110,0.1500,0.2220,0.9060,0.4910,0.8800,0.1060,0.1450,0.1650,0.3400,0.2190,2.2510,0.7180,0.2060,0.1960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anchylorhynchus_minimus,,argentina,F,minimus_10,Anchylorhynchus,minimus,M. J. Viana,"Argentina, Misiones, Dep. Frontera, San Antonio",Argentina,Misiones,San Antonio,NA,F,-53.75,-26.116667,T,NA,11,1954,NA,NA,NA,MACN,,female,0.5100,0.1340,0.2010,0.2900,1.0420,0.5200,0.9310,0.1270,0.1620,NA,NA,NA,2.4930,0.8290,0.2190,0.2040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anchylorhynchus_minimus,,argentina,F,minimus_11,Anchylorhynchus,minimus,M. J. Viana,"Argentina, Misiones, Dep. Frontera, San Antonio",Argentina,Misiones,San Antonio,NA,F,-53.75,-26.116667,T,NA,11,1954,NA,NA,NA,MACN,,female,0.5080,0.1330,0.1890,0.2810,0.9500,0.4830,0.8930,0.1030,0.1530,NA,NA,NA,2.3840,0.8060,0.2240,0.2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anchylorhynchus_minimus,,argentina,F,minimus_12,Anchylorhynchus,minimus,M. J. Viana,"Argentina, Misiones, Dep. Frontera, San Antonio",Argentina,Misiones,San Antonio,NA,F,-53.75,-26.116667,T,NA,11,1954,NA,NA,NA,MACN,,female,0.5540,0.1350,0.1980,0.3050,1.0820,0.5580,1.0030,0.1050,0.1720,0.1830,0.3180,0.2530,2.5970,0.9540,0.2280,0.2220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anchylorhynchus_minimus,,brasil,F,minimus_2,Anchylorhynchus,minimus,M. Alvarenga,"Floresta da Tijuca, Rio de Janeiro-RJ",Brazil,Rio de Janeiro,"Rio de Janeiro, Floresta da Tijuca",NA,F,-43.2075,-22.9028,T,NA,1,1958,NA,NA,NA,MZSP,,male,0.5600,0.1340,0.1930,0.2770,1.0910,0.5800,1.1170,0.1160,0.1900,0.1650,0.3050,0.2420,2.5460,1.1170,0.2390,0.2560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anchylorhynchus_minimus,,brasil,F,minimus_3,Anchylorhynchus,minimus,M. Alvarenga,"Floresta da Tijuca, Rio de Janeiro-RJ",Brazil,Rio de Janeiro,"Rio de Janeiro, Floresta da Tijuca",NA,F,-43.2075,-22.9028,T,NA,1,1958,NA,NA,NA,MZSP,,male,0.6190,0.1460,0.2250,0.3320,1.2910,0.6870,1.2220,0.1230,0.2280,0.1810,0.3430,0.2720,3.1280,1.1220,0.2520,0.2990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anchylorhynchus_minimus,,brasil,F,minimus_4,Anchylorhynchus,minimus,M. Alvarenga,"Corcovado, Rio de Janeiro-RJ",Brazil,Rio de Janeiro,"Rio de Janeiro, Corcovado",NA,F,-43.21085,-22.951142,T,NA,12,1967,NA,NA,NA,MZSP,,female,0.6590,0.1680,0.2290,0.3290,1.3110,0.6920,1.2400,0.1430,0.1740,NA,NA,NA,3.0210,1.0800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anchylorhynchus_minimus,,brasil,F,minimus_1,Anchylorhynchus,minimus,M. Alvarenga,"Corcovado, Rio de Janeiro-RJ",Brazil,Rio de Janeiro,"Rio de Janeiro, Corcovado",NA,F,-43.21085,-22.951142,T,NA,12,1967,NA,NA,NA,MZSP,,male,0.5010,0.1370,0.1770,0.2590,0.8500,0.4930,0.8850,0.0960,0.1210,NA,NA,NA,2.1840,0.7070,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anchylorhynchus_multisquamis [sp1],,NA,T,multisquamis_1,Anchylorhynchus,multisquamis,Paolo Bettella,"Bolivia, La Belgica, Prov. Warnes, Depto. Santa Cruz",Brazil,Santa Cruz,"Warnes, La Belgica",NA,F,-63.216667,-17.55,T,19,2,1989,NA,NA,NA,UASC,,male,0.9740,0.3170,0.3860,0.5620,1.6070,1.2460,2.2120,0.1710,0.1860,0.3420,0.5790,0.3550,4.2700,1.4330,0.3760,0.4440,1.1200,0.1270,0.2110,0.2300,0.1300,0.0970,0.1020,0.1160,NA,0.0920,0.0820,0.0760,0.0830,0.0910,0.1150,NA,0.3590,0.1800,0.8860,0.1150,1.6580,0.5130,1.4910,0.2050
Anchylorhynchus_multisquamis [sp1],,NA,F,multisquamis_2,Anchylorhynchus,multisquamis,Paolo Bettella,"Bolivia, La Belgica, Prov. Warnes, Depto. Santa Cruz",Brazil,Santa Cruz,"Warnes, La Belgica",NA,F,-63.216667,-17.55,T,19,2,1989,NA,NA,NA,MZSP,,female,1.0500,0.3500,0.4280,0.5530,1.6390,1.4090,2.3610,0.1970,0.1920,NA,NA,NA,4.6180,1.6140,0.4770,0.4760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anchylorhynchus_multisquamis [sp1],,NA,F,multisquamis_3,Anchylorhynchus,multisquamis,Paolo Bettella,"Bolivia, La Belgica, Prov. Warnes, Depto. Santa Cruz",Brazil,Santa Cruz,"Warnes, La Belgica",NA,F,-63.216667,-17.55,T,19,2,1989,NA,NA,NA,MZSP,,female,1.0280,0.3350,0.4260,0.5350,1.6280,1.3620,2.1940,0.1850,0.1810,0.3460,0.5800,0.3470,4.4670,1.5010,0.4730,0.4590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anchylorhynchus_rectus [sp2],,previously ID'd as amazonucus,F,sp2_1,Anchylorhynchus,rectus,Vanin,"Serra do Cipó, Jaboticatubas-MG",Brazil,Minas Gerais,"Jaboticatubas, Serra do Cipó",NA,F,-43.74,-19.51,T,6,10,1975,10,10,1975,MZSP,,female,0.7990,0.2390,0.3190,0.4450,1.7770,1.1690,1.7880,0.1560,0.2080,NA,NA,NA,3.6690,1.1570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anchylorhynchus_rectus [sp2],,NA,T,sp2_1,Anchylorhynchus,rectus,Vanin,"Serra do Cipó, Jaboticatubas-MG",Brazil,Minas Gerais,"Jaboticatubas, Serra do Cipó",NA,F,-43.74,-19.51,T,6,10,1975,10,10,1975,MZSP,,male,1.0460,0.3400,0.3990,0.6160,2.4990,1.8710,2.8650,0.2200,0.2340,0.4060,0.6280,0.4310,4.8430,1.5600,0.9160,0.5490,1.5910,0.1660,0.2830,0.2830,0.1500,0.1100,0.1240,0.1680,NA,0.1070,0.1000,0.0950,0.1120,0.1210,0.1560,NA,0.3880,0.1900,1.1180,0.1560,1.9690,0.6040,1.7000,0.2260
Anchylorhynchus_rectus [sp2],,NA,F,sp2_2,Anchylorhynchus,rectus,Vanin,"Serra do Cipó, Jaboticatubas-MG",Brazil,Minas Gerais,"Jaboticatubas, Serra do Cipó",NA,F,-43.74,-19.51,T,6,10,1975,10,10,1975,MZSP,,male,0.9370,0.2970,0.3390,0.5020,2.1030,1.5580,2.2840,0.1600,0.2040,NA,NA,NA,4.0310,1.3810,0.7510,0.5160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anchylorhynchus_rectus [sp2],,NA,F,sp2_3,Anchylorhynchus,rectus,Vanin,"Serra do Cipó, Jaboticatubas-MG",Brazil,Minas Gerais,"Jaboticatubas, Serra do Cipó",NA,F,-43.74,-19.51,T,6,10,1975,10,10,1975,MZSP,,male,1.1150,0.3620,0.4460,0.7700,2.5190,1.8970,2.8500,0.2110,0.2700,NA,NA,NA,4.7590,1.6750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anchylorhynchus_rectus [sp2],,NA,F,sp2_4,Anchylorhynchus,rectus,Sebastião Laroca,Barreiras-BA,Brazil,Bahia,Barreiras,NA,F,-44.99,-12.1528,T,10,6,1964,NA,NA,NA,DZUP,,male,0.9210,0.2830,0.3480,0.4750,1.9990,1.5020,2.2820,0.1430,0.1810,NA,NA,NA,3.8960,1.3980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anchylorhynchus_rectus [sp2],,NA,F,sp2_5,Anchylorhynchus,rectus,Vanin,"Serra do Cipó, Jaboticatubas-MG",Brazil,Minas Gerais,"Jaboticatubas, Serra do Cipó",NA,F,-43.74,-19.51,T,6,10,1975,10,10,1975,MZSP,,male,0.9010,0.2720,0.3230,0.4970,1.9770,1.3710,2.0690,0.1540,0.2160,NA,NA,NA,3.8830,1.2350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anchylorhynchus_rectus [sp2],,NA,F,sp2_6,Anchylorhynchus,rectus,Vanin,"Serra do Cipó, Jaboticatubas-MG",Brazil,Minas Gerais,"Jaboticatubas, Serra do Cipó",NA,F,-43.74,-19.51,T,6,10,1975,10,10,1975,MZSP,,female,0.9660,0.2940,0.3480,0.5280,2.1940,1.4920,2.2750,0.2160,0.2040,NA,NA,NA,4.4930,1.4310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anchylorhynchus_rectus [sp2],,NA,F,sp2_7,Anchylorhynchus,rectus,Vanin,"Serra do Cipó, Jaboticatubas-MG",Brazil,Minas Gerais,"Jaboticatubas, Serra do Cipó",NA,F,-43.74,-19.51,T,6,10,1975,10,10,1975,MZSP,,female,0.9460,0.3030,0.3680,0.5280,2.1230,1.5080,2.3730,0.1830,0.2160,NA,NA,NA,4.5020,1.3760,0.6690,0.4770,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anchylorhynchus_rectus [sp2],,NA,F,sp2_8,Anchylorhynchus,rectus,Vanin,"Serra do Cipó, Jaboticatubas-MG",Brazil,Minas Gerais,"Jaboticatubas, Serra do Cipó",NA,F,-43.74,-19.51,T,6,10,1975,10,10,1975,MZSP,,female,0.9130,0.2700,0.3340,0.5110,2.0910,1.4000,2.0900,0.1710,0.1900,NA,NA,NA,4.3430,1.2990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anchylorhynchus_rectus [sp2],,NA,F,sp2_9,Anchylorhynchus,rectus,Vanin,"Serra do Cipó, Jaboticatubas-MG",Brazil,Minas Gerais,"Jaboticatubas, Serra do Cipó",NA,F,-43.74,-19.51,T,6,10,1975,10,10,1975,MZSP,,female,0.9410,0.2920,0.3280,0.4840,1.9080,1.3710,2.1730,0.1620,0.2040,NA,NA,NA,4.2830,1.3080,0.6200,0.4460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anchylorhynchus_rectus [sp2],,NA,F,sp2_10,Anchylorhynchus,rectus,Vanin,"Serra do Cipó, Jaboticatubas-MG",Brazil,Minas Gerais,"Jaboticatubas, Serra do Cipó",NA,F,-43.74,-19.51,T,6,10,1975,10,10,1975,MZSP,,female,0.9390,0.3150,0.3420,0.5090,2.0580,1.3770,2.1950,0.1710,0.2110,NA,NA,NA,4.4650,1.2780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anchylorhynchus_latipes [sp3],,NA,T,sp3_1,Anchylorhynchus,latipes,"Medeiros, B.A.S",NA,Brazil,Minas Gerais,Diamantina,NA,T,-43.66401667,-18.25896667,T,16,4,2009,NA,NA,NA,MZSP,,male,1.1810,0.2700,0.4000,0.6450,3.1560,1.6870,3.0300,0.2700,0.3260,0.3390,0.7360,0.4850,5.5240,2.0240,0.6710,0.6460,2.2070,0.1530,0.3400,0.4290,0.3740,0.1950,0.2290,0.2590,NA,0.1150,0.0920,0.1020,0.0880,0.1300,0.1520,NA,0.4990,0.1780,1.8260,0.1520,2.4040,0.6310,2.1900,0.2840
Anchylorhynchus_latipes [sp3],,NA,F,sp3_2,Anchylorhynchus,latipes,"Medeiros, B.A.S",NA,Brazil,Minas Gerais,Diamantina,NA,T,-43.66401667,-18.25896667,T,16,4,2009,NA,NA,NA,MZSP,,male,0.8540,0.2350,0.3020,0.4740,2.1820,1.0800,1.7300,0.1380,0.1840,NA,NA,NA,4.1500,1.4850,0.5200,0.3890,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anchylorhynchus_latipes [sp3],,NA,F,sp3_3,Anchylorhynchus,latipes,"Medeiros, B.A.S",NA,Brazil,Minas Gerais,Diamantina,NA,T,-43.66401667,-18.25896667,T,16,4,2009,NA,NA,NA,MZSP,,male,1.0470,0.2830,0.3440,0.6000,2.8260,1.5440,2.6380,0.2500,0.2970,NA,NA,NA,4.9900,1.8700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anchylorhynchus_latipes [sp3],,NA,F,sp3_4,Anchylorhynchus,latipes,"Medeiros, B.A.S",NA,Brazil,Minas Gerais,Diamantina,NA,T,-43.66401667,-18.25896667,T,16,4,2009,NA,NA,NA,MZSP,,male,1.1360,0.2910,0.4050,0.6090,2.9410,1.7050,2.8290,0.2660,0.3510,0.3460,0.6660,0.5040,5.3130,2.0230,0.7510,0.6420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anchylorhynchus_latipes [sp3],,NA,F,sp3_5,Anchylorhynchus,latipes,"Medeiros, B.A.S",NA,Brazil,Minas Gerais,Diamantina,NA,T,-43.66401667,-18.25896667,T,16,4,2009,NA,NA,NA,MZSP,,female,1.0780,0.3050,0.3600,0.5980,2.8010,1.4420,2.4360,0.2750,0.2510,0.3030,0.6590,0.4330,5.3850,1.9230,0.6180,0.5340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anchylorhynchus_latipes [sp3],,NA,F,sp3_6,Anchylorhynchus,latipes,"Medeiros, B.A.S",NA,Brazil,Minas Gerais,Diamantina,NA,T,-43.66401667,-18.25896667,T,16,4,2009,NA,NA,NA,MZSP,,female,1.0320,0.2620,0.3530,0.5660,2.7000,1.4350,2.3990,0.3220,0.3330,NA,NA,NA,5.3430,1.7940,0.6150,0.5430,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
